# docs/process/defers.tsv —— ★延後裁定追蹤表（systems 立 2026-09-05，blueprint 裁「散文裁定不受追蹤＝會被遺忘」）
# ★★★met_check 的【極性】：本表幾乎每一行都是「病消失了」（`! grep -q "<病的文字>"`），
# ★met_check 內【最好不要有字面 tab】—— ★★★訂正（2026-09-18 當天）：我原本在這裡寫「一顆 tab 就把那一列切碎、那條 met_check 從寫下那天起就不能跑」——**那是錯的**。★閘自己的讀法是 `while IFS=$'	' read -r a b c met_check`，**最後一個變數會吃掉剩下的全部（含內部 tab）** ⇒ 它一直都跑得起來（實測舊列 rc=1＝病還在）。★★真正會被切碎的是**我臨時用的 `awk -F'	' '{print $4}'`** ⇒ **壞的是我的讀法，不是那一列**。★★★所以這行規矩降級成建議：**欄位裡避免字面 tab，因為【讀它的人不只一種】**。
#   ★而若你的條件是「某個東西【出現】」，**不要帶那個 `!`** ——
#   ★★血證 2026-09-16：systems 照抄了形狀、沒照抄語意 ⇒ **新增那一行當場把 main 的 defer 閘弄紅**
#   ★★★判準：**寫完一行立刻跑一次 `defer-gate.sh`** —— **它一秒鐘，而極性寫反不會有任何別的訊號。**
#
# ★★★【結案書必寫【成立謂詞】】（WHAT 立 2026-09-22）：任何【以事實為理由】的結案，結案書要寫出那個事實的謂詞；謂詞被【世代邊界內的 merge】直接推翻 ⇒ 結案【自動重開】，依原門檻重判。
#   ★防「世界變了所以重開」變萬用鑰匙：只認【寫進結案書的具名謂詞】，沒寫進去的變化【不觸發】，「我覺得世界變了」【不算】。
#   ★★血證（本表 one-pass 那列，2026-09-22）：結案理由是「`estimate_catch_up` 抽全域亂數」，而世代 6 把它推翻 ⇒ 分類翻面 ⇒ 門檻本文一字未動而結果相反。★★★「永久」從來沒有【跨世代】的意思。
#
# ★★★本案實證：2026-08-20 裁「零 LOD（拆 near/far）排最後」，理由是「花預算 + 依賴時間包層級制」。
#   兩個理由後來【都消滅了】（層級制落地、而它開始燒錢），★而【沒有人回頭】——
#   因為那個裁定寫在 `progress.md` 的【散文】裡，不在任何會被檢查的地方。
#
# ★★★★【2026-09-07 血證：met_check 自己也會得那個病】
#   ★我寫 `ten-consequence-farm-income` 的 met_check 時,grep 的是 `order_system.gd` 裡的 `coin.flow.by`
#   ★★而實測:`coin.flow` 在 `scripts/simulation/resource_bank.gd`(4 處),order_system.gd【0 處】
#   ⇒ ★★★那條 met_check【永遠不會觸發】—— 而它不觸發的樣子,跟「條件還沒到」一模一樣
#   ⇒ 規矩:met_check 若 grep 一個符號,★【先去查那個符號現在住在哪個檔】,不要憑印象寫路徑
#      (我是在稽核『每一條 met_check 會不會永遠不觸發』時,在自己一小時前寫的那條上抓到的)
#
# ★★★★★【2026-09-09 同一個病的【上一層】：不是路徑錯，是【詞彙】是憑空想的】
#   `ore-depletion-counter` 的 met_check grep `depletion|remaining_yield`，
#   ★而 code 裡真正的字是 `harvest_deplete`（`resource_system.gd:458`）——
#   ★★`depletion` 不是 `harvest_deplete` 的子字串 ⇒ 那條 met_check 永遠不會觸發。
#   ⇒ 規矩升級：★★★**met_check 的詞彙要從【目標檔案現有的詞彙】取**
#     （先 `grep` 那個檔看它怎麼命名，再寫 pattern），**不要用自己想的詞**。
# ★★★★★★【2026-09-10 第三種寫法錯：我寫的是「修好了沒」，不是「該修了沒」】
#   `farm-pot-single-source` 的 met_check 我原本寫成
#     `required_terrain 存在 && _farm_pot 【不再】有舊形狀`  ⇒ ★那是【完成條件】
#   ⇒ ★★而 defer 的 met_check 要的是【到期條件】：`required_terrain 存在 && _farm_pot 【仍是】舊形狀`
#   ⇒ ★★★寫成完成條件的 defer【永遠不會叫】—— 它只會在有人剛好修好的那天默默變綠，
#     而那正是這張表要防的事（沒有人回頭）。
#   ★判準一句：**met_check 要在「該做而還沒做」時回 0，不是在「做完了」時回 0。**
#
#   ⇒ ★★而本閘【抓不到這一類】，我明說：pattern 沒命中的樣子，
#     跟「條件正確地還沒到」一模一樣，而「還沒實作的東西本來就 grep 不到」是合法情形
#     ⇒ 無法用「詞彙不存在」當紅燈。★★★所以這一類的防線是【人在碰到那個 arc 時複驗】，
#     不是閘 —— 而把這句話寫在這裡，就是那條防線本身。
# ★欄位（TAB 分隔，四欄）：
#   token        唯一代號（kebab-case）
#   summary      裁定摘要（一行）
#   defer_until  ★【解除條件】—— 必須寫成【人看得懂的條件】，不是日期、不是「有空再說」
#   met_check    ★★★【可執行的檢查】—— shell，exit 0 ＝【條件已達成】⇒ 閘會紅
#                ★★沒有 met_check 的行【直接 FAIL】（照 merge-gates.tsv 的 expect 欄前例：
#                  ★★★不能有「沒有判準也算過」的路徑）
#
# ★★★★【2026-09-06 blueprint 立】「XX 需要時」類觸發，一律改寫成【該資源的可量門檻】
#   ★「需要時」＝【某個數字越線】⇒ 把那個數字寫出來
#     （例：「perf 需要時」⇒ `最近的量測檔出現 wall_s > 28800`（＝8 小時）——
#      ★★量測檔本來就帶 `wall_s`，是機械可讀的）
#   ★★★而【寫不出數字的「需要」＝還沒想清楚需要什麼】
#   ★真不可量化的極少數 ⇒ 退而求其次＝【定期複審日期】（也是 met_check：`[ "$(date +%F)" \> "YYYY-MM-DD" ]`）
#   ⇒ ★★總之【表上不留裸 memory 行】
#
# ★★★★【2026-09-06 修 met_check 的參照點】:凡是比 branch 有沒有進主線的,一律比 `origin/main`
#   —— ★不要比【本地 main】:主 dir 可能落後(它是多角色共用的讀取面,不保證同步)
#   ⇒ ★★而那會讓鬧鐘【在它最該響的時候不響】(東西已經上去了,而本地還沒看到)
#   ⇒ ★★★血證 2026-09-06:⑧ 已在 origin/main,而 defer 閘印 PASS —— 因為本地 main 落後兩顆
#
# ★★★★【2026-09-06 第二個血證:判準要對應【你真正在等的事】】
#   ★我把三張經濟票的 met_check 寫成「`ls docs/measurements/*batch1-compare*` 有東西」
#   ⇒ ★★而【一個 interim 檔就滿足它】—— 對比輪十格才做完【一格】,鬧鐘就全響了
#   ⇒ ★★★我寫「檔案存在」時,心裡想的是【那一輪跑完了】——【兩者不是同一件事】
#   ⇒ 修法:改成【完成標記】`docs/process/verdicts/batch1-compare-COMPLETE.measure.json`
#      (★由 measurer 在【十格全部交完】時才寫)
#   ⇒ ★而通則:met_check 要問「這個條件為真的時候,我【真的】可以動工了嗎?」
#
# ★★★★【2026-09-06 blueprint 立】「歸某 arc」與「排某事件後」的分界：
#   ★「歸某 arc／歸某 backlog」 ⇒ 【合法的家】—— roadmap 由【用戶】駕駛，不需要 token
#   ★★「排某事件之後／排最後／等 X 再做」 ⇒ 【要 token】
#     —— ★★★因為它綁的是【一個會過去的事件】，而事件過去之後【沒有人會回頭】
#        （血證：「零 LOD 排最後」＋本日一次判掉的存量裡，★兩筆的觸發事件【早就到期了】：
#          `exam-budget-recalc`（時間重錨已落地）／`envoy-ptype-tap`（終卷已到））
#
# ★解除後：把該行【刪掉】並在 commit message 寫明 —— ★★不要改成「已完成」留在表上
#   （留著會讓這張表長大，然後沒人看 —— 那正是它要防的病）
#
# ★【2026-09-06 CLOSE 三筆】money-genesis-start／market-thickness-v0／declamp-price
#   解除條件（批後同 seed 對比輪的量測檔）★已達成 ⇒ 三張票都已派工到 implementer：
#   ⑩ declamp 核心已落地 `feat/declamp-price` @02801041（驗收進行中）；⑨／B-v0 在手上。
#   ★★所以是【延後結束了】,不是【條件放鬆了】—— 兩者在表上必須分得出來,
#     ★★★否則「做完了所以移除」跟「等不下去所以移除」會長成同一個動作。
#   ★批 2 規矩（我立）:這三張【不得一起 merge】—— 動的是不同子系統,
#     合著進會讓下一條 baseline 讀不出是誰造成的。
token	summary	defer_until	met_check
outpost-belief-claim-queued-on-second-consumer	★**blueprint 裁 2026-09-17：不補**——「belief 裡有它的據點 claim」是**新 belief 欄**，與 `target-speed-belief-field-or-flat-forever` **同隊排隊**，同受他自己立的「單一消費者禁開新軸」管（他原話：「我上午才立規，下午不能自己破戒」）｜★**後果**：錨定只認親眼看到它站在自己 outpost／camp ⇒ 錨定佔母體 **0.96%**｜★★★**重新議的條件是機械的**（spec §6.6）：**被「位置過期」卡掉的那一批裡，有家的隊佔比若明顯高於它們在母體裡的佔比** ⇒ 據點 claim 就有第二個消費者｜★★★**而「只有一個消費者」這個前提可能不成立**：`faction_ai_system.gd:5884-5888` 的註解自承，**避開敵據點**那條路**已經需要據點知識**，當年因為沒有欄位而退用 `belief_pos`(owner) 當 proxy，**並自己寫明 proxy 是錯的**（「belief_pos 給 owner 隊 last-seen 非據點位；owner 可 roam」「免建 `team_outpost_known` 大 store」，R² 判 proxy 可接受）⇒ **第二個消費者比這一票更早就在，只是它自己降級了於是在帳面上看不見**；★**被吸收掉的需求不會自己回來敲門**（已呈 blueprint 裁它算不算）｜★**而本輪的數是反方向的**：受害者側 476/80939 ＝ 0.59% < 母體側 0.96% ⇒ **條件此刻不成立，且不是「還沒量」**（★加 `ACT_BUILDING` 之後要重算）	量到「受害者依 activity 的分桶」且比例翻過來時（★數字怎麼算見 spec §6.6，不要從零設計）	grep -qE "outpost_est|outpost_claim|base_pos|home_pos" scripts/simulation/belief_system.gd
outpost-knowledge-is-not-team-belief	★**blueprint 2026-09-17 自己拆開的一層**：「『村的三天舊座標仍好』那句話的主場在 **tile／據點知識（不動產）**，不動產本來就不該走 team-belief 的過期線 —— 這句我原裁混了兩個層」｜★★**所以錨定性那一票【不是】在做這件事**：它做的是「讓不動的少數過期慢」，而不動產的知識是另一條線（一座村在那裡，跟「我三天前看到誰站在那裡」是兩種知識）｜★★★**開票前要先回答的**：tile／據點知識現在有沒有過期語意？誰是它的讀者？（★不要假設它跟 team-belief 同構）	有人要處理「地點知識」與「隊伍知識」的分層時（★這一行是入口不是工單）	grep -rhE "tile_knowledge|TILE_STALE|team_outpost_known|place_belief" scripts/simulation/ | grep -vE "^[[:space:]]*#" | grep -q .
decision-cadence-spike-alignment-unmeasured	★**沒量到的一件事（而且是誠實的沒量到）**：`warring_states` 10 天跑出 **233 個 >2s 的 tick**、day10 `max=24.9s`（branch）／`31.97s`（main）｜★**那些尖峰是不是落在「決策 cadence 同批到期」的 tick 上，現在答不出來** —— `[TickPerf]` 只有**日聚合**（avg／max／>2s 幀數），沒有**單 tick** 粒度｜★★**不要把它讀成「CadenceStagger 壞了」**：量測員讀過 `cadence_stagger.gd`，錯峰機制**真的存在**（offset 由 team_id 混合函式導出、逐 cycle 輪轉、非死板 `%`，檔頭記著它修過 3.5 倍 burst）⇒ **「機制存在」與「這次尖峰是不是它」是兩件事**｜★★★**systems 裁 2026-09-17：現在不量** —— 尖峰的歸屬已由效能對照回答（main 側自己更高 ⇒ 不是新 code 造成的），**cadence 對不對齊此刻不改變任何人的動作**；要量的話是「每 tick 決策到期隊數的時序 vs max 發生的那一刻」，需要 production 加一行印或另寫一支床＋一輪跑	perf／LOD arc 真的開工、有人要把尖峰歸因到某個子系統時（★這一行就是那時候的第一個問題，要量什麼已經寫好了）｜★★或：`[TickPerf]` 因為別的理由拿到逐 tick 粒度時（那時這筆資料是免費的）	grep -rqE "TickPerfTick|tickperf_per_tick|decide_due_count" scripts/simulation/sim_runner.gd
# [已解除 2026-09-22] bed-func-aborts-silently-and-still-prints-zero-fails —— 最後一支缺點名的註冊床（`crisis_override_test.gd`）已補（`5feadb88b`）⇒ met_check 歸零。★而它的保證只到**名字層**（數「有沒有那個字串」），不是**行為層** ⇒ 行為層見下一列。
attendance-mark-written-in-the-caller-survives-the-callee-dying	★**假點名的真正形狀：工作與記帳之間【跨了一個 frame】**（implementer 自報自己第一版就犯了，2026-09-22；systems 普查並登記）：`_run` 裡呼叫 `_test_x()` 而把 `_cells.append("_test_x")` 寫在**呼叫的下一行** ⇒ GDScript 中止粒度＝被呼叫的那支 func ⇒ **控制權回到 `_run`、append 照樣跑** ⇒ 假的 N／N。★★**而 inline 在 `_run` 裡的格不是這個病**（死在第 3 格 ⇒ 後面的 append 也不會跑）⇒ **軸不是「記在哪」，是「工作與記帳之間有沒有 frame 邊界」**。★★★**普查結果＝1 支**：`scripts/debug/stale_pos_recon_bed.gd:94-95`（`_bed_self_check_tree()` 在 :94 被呼叫，而 :95 是 `_cells_fixture(); _sections += 1`）。★誠實限：我前三版分類器分別數出 **25 → 4 → 1**——25 那版把 `_roll_call_missing()` 這種**驗證函式**的呼叫點當成「記帳」。	★下次有人動 `stale_pos_recon_bed` 時順手修（把 `_sections += 1` 移進被呼叫的那支的最後一行）；★★或者有人要新增註冊床時，把這個判準一併跑一次。★★★**判準可機械化**（已寫成 met_check）：`_run`／`_initialize` 裡【裸呼叫一支 `_` 開頭的 func】的**下一行**出現記帳 ⇒ 亮。	! awk '/^(static )?func (_run|_initialize)\(/,/^(static )?func [^_]/' scripts/debug/stale_pos_recon_bed.gd | grep -A1 -E '^\s*_[A-Za-z0-9_]+\(\)\s*$' | grep -q '_sections'
bash-hook-partial-execution-unchecked	★**28 支 bash hook 沒有被查過**（reviewer 2026-09-17 逐字：「是否有類比的『某個 shell 函式中途死掉、外層腳本吃掉繼續』的洞，是另一個問題，需要另一輪查，**本封不宣稱查過**」）｜★★**寫下來的理由**：godot 床那一輪已經證明「沒有失敗」與「沒有執行」在畫面上一模一樣 ⇒ **同型問題在另一個語言上【沒被查過】不等於【沒有】**；★★★**而「不宣稱查過」這五個字就是這一行存在的價值** —— 不讓它以「應該沒事」活著｜★要查的話問法是：shell 函式內的錯誤（`set -e` 未開／子 shell／pipe 中段失敗）會不會讓外層腳本照樣走到結尾並印出通過	有人要處理 hook 可信度時；★★或 godot 那 26 支修完、樣板定型後順手問一次同樣的問題	grep -q "set -euo pipefail" .claude/hooks/merge-gates.sh
trade-partner-finder-has-no-production-caller	★**`strategic_ai_system._find_trade_partner` 全庫只有測試與量測床呼叫，production 0 處**（`strategic_ai_system.gd:297-298` 的註解自述：「純查詢 scaffolding（無 TaskArbiter 呼叫，非違憲），仍供 `headless_test` 覆蓋」）｜★★**而它是一個陷阱**：它看起來是「商隊怎麼找交易對象」，**而真管線是 `_merchant_trade_target` → `team_market_known`（三源含 relay）** ⇒ **下一個人會像我一樣量它、然後以為量到了世界**（★血證 2026-09-18：我拿它的 −87.2% 去要 WHAT 裁，而 WHAT 據此裁了一次）｜★★★**處置（systems 裁）：標死＋留樁，不刪** —— 刪掉會丟掉 `headless` 覆蓋，而它是未來「交易決策真的去讀交易對象」時的現成座位；★**但【標死必須是機器看得見的】**：函式檔頭加 `@production-callers: 0（刻意：測試專用 scaffolding；真管線見 _merchant_trade_target）`｜★★**本行的解除條件＝有人真的把它接上 production** —— 那一天 `defer-open` 會亮，而那正好也是「市集廣告」那條線該重新被議的時候	有人把 `_find_trade_partner` 接進 production 時（★那一天 defer-open 會亮；★★而它同時是 `market-ads` 重議的觸發點）	grep -rlE "_find_trade_partner" scripts/simulation/ | grep -qv "^scripts/simulation/strategic_ai_system.gd$"
bed-kind-has-no-slot-for-shared-helpers	★**`bed-kind` 的四格（`invariant`／`acceptance`／`diagnostic`／`pending`）沒有【共用 helper】的位置**（2026-09-18 揭：`measure_bed_helper.gd` 被觸及 ⇒ 閘要它宣告，而**它不是床** —— 它自己不判決、不印判決橫幅、沒有 `_ok`）｜★★**暫時處置**：標 `pending`（★**而這不是填格子**：`pending` 的語意就是「還沒判」，**而這裡確實還沒判**）｜★★★**真正的問題是【種類集合不完整】**：閘問的是「這支床紅了代表什麼」，而 helper **根本不會自己紅** ⇒ 要嘛加第五格（例如 `helper`：共用工具、本身不判決，**判準可機械化：無 `_ok`／無判決橫幅**），要嘛把 helper 排除在觸及母體外｜★**不要用「放寬宣告要求」來解** —— 那會讓真正該宣告的床也溜過去	有人要動 `bed-kind` 的種類集合時；★★或再出現第二個「不是床卻被要求宣告」的檔案時（★那時它就不是個案）	grep -qE "@bed-kind: helper|helper⇒" .claude/hooks/bed-kind-gate.sh 2>/dev/null || grep -qE "@bed-kind: helper" scripts/debug/measure_bed_helper.gd
beds-that-can-red-but-nobody-runs-them	★**「床會紅」與「有人在跑它」是兩件事**（implementer 揭 2026-09-18）：兩支相位床**紅了一段時間而沒有人看到** —— 成因是**它們沒有註冊成閘** ⇒ ★**沒註冊 ＝ 沒人跑 ＝ 它的紅不存在於任何人的畫面上**｜★★**現有的強制只在【被觸及】時才發動**：`bed-kind` 會要求 `invariant` 類的床**必須進 `merge-gates.tsv`**，★而它只問**這一輪被改到的床** ⇒ **存量的未註冊床不會被問到**（★同一種「涵蓋率」誠實限，跟 `zero-caller` 的名字白名單同族）｜★★★**母體未知，而 raw 數字是錯的軸**：`scripts/debug/*.gd` 共 **458** 支、註冊表點名 **32** 支 —— ★**而大多數 458 是一次性診斷工具，本來就不該註冊**；★★更接近的代理是「定義了 `_ok`（可以紅）卻沒註冊」（reviewer 早先數過 190 支定義 `_ok`），**而其中很多是已 merge 票的驗收床，任務已完成** ⇒ **這一格要先找到對的軸，再談工作量**｜★**明文不加閘**：先分類，別先做	有人要處理「床的可見度」時；★★或再出現第二支「紅了很久沒人看到」的床（★那時它就不是個案）	test "$(grep -v '^#' docs/process/merge-gates.tsv | cut -f2 | grep -oE "scripts/debug/[a-z0-9_]+\.gd" | sort -u | wc -l)" -ge 60
gather-cross-tick-cache-needs-a-data-structure	★**真正的錢在跨 tick，而它需要資料結構，所以它不是本票**（implementer 量 2026-09-18，systems 裁開新票）：決策 tick 的 `gather` 會跑 O(隊數) 的掃描，單 tick 最多 **150 次** ⇒ 這一段是 `*multi` 區塊的大宗｜★★**難點是誠實的**：斥候陳舊度 ＝ `(tick − last_tick)/norm` ⇒ **它每一 tick 都在變** ⇒ **不能快取「值」，要快取的是【argmax 不會變】這件事** ⇒ 需要堆／分桶，那是一張比原票大的票｜★★★**而它有一個前置**：`gather(advance=false)` 至今仍寫 cache／cadence（`known_issues` 有 file:line 清單）⇒ **任何讓 gather 少跑的修法都會改變排程** ⇒ 前置沒做之前這一票在構造上達不到「語意零改變」｜★**同批已裁**：本票走 (丙-2)＝每欄一支純函式、`gather` 自己也呼它（延伸 `pick_recon_target` 既有形狀）	①`*multi` 區塊在兩輪 profile 上仍然是第一名，而 (丙-2) 做完之後**還是**第一名；★★或②純讀路徑的寫已經被移出（前置解除）而有人要接著往下打	! awk '/^static func pick_recon_target/,/^static func gather/' scripts/simulation/decision/decision_context.gd | grep -q "for _rid in state.teams"
subfield-exclude-list-is-handcopied-while-toplevel-is-derived	★**同一個檔裡，兩個粒度用了兩種血統**（systems 立 2026-09-18，implementer 撞到）：`state_fingerprint.gd:27-32 derived_excludes()` 的**頂層**排除清單是【算出來的】（掃本檔原始碼有沒有 `state.<欄位>`），而註解自己寫著理由「新增一個頂層欄位而兩邊都沒提到它這種靜默缺席，在這個粒度上不會發生」；★★**而 `:20 EXCLUDES_SUBFIELD` 是一個【手抄的散文字串】**（`:225` 自己標「子層級・手抄補述（只涵蓋列出的那些）」）⇒ **新增一個子欄位而沒人補這串，兩把尺的聯集就不再是全體，而不會有東西紅**｜★★★**血證**：implementer 量「`gather(advance=false)` 有沒有寫世界」時指紋回 0，而**陽性對照（四個 cadence 欄各 +1）顯示指紋逐字不動** ⇒ 那個 0 的真範圍是「0 次【指紋看得見的】寫入」⇒ 他差一點把它當成「沒有寫入」｜★**修法方向**：子層級照頂層的做法**導出**（列舉 `TeamData`／`HexTileData` 的 `var` 宣告，減去指紋原始碼讀到的那些）⇒ 聯集恆為全體、手抄字串退休	①有人要動 `StateFingerprint`／`EphemeralStateHash` 的涵蓋範圍時；★★或②再出現一次「某把尺回 0 而其實它看不到那一格」（那時它就不是個案）	! grep -q 'const EXCLUDES_SUBFIELD: String' scripts/simulation/state_fingerprint.gd
tile-has-resident-needs-the-transitive-dead-mark	★`_tile_has_resident`（`strategic_ai_system.gd`）**唯一的呼叫者是 `_find_trade_partner`**，而那支已經標了 `@production-callers: 0` ⇒ **它傳遞性地也是 0**，但**它自己沒有標**｜★★**為什麼要標**：今天的血證就是「看起來像商隊怎麼找交易對象 ⇒ 下一個人會量它、以為量到了世界」（我拿 `_find_trade_partner` 量出「可見度掉到 1／8」並差點呈上去要裁）｜★★★**而這個標記要寫明它是【傳遞的】**：「@production-callers: 0（傳遞自 `_find_trade_partner`；★那支一旦被接進 production，本標記【同時失效】）」—— 否則有人接上上游時，這一行會**靜默腐爛**｜★systems 裁：**不出 spec**（一行註解，沒有設計選擇），下次 implementer 動到那個檔時順手做	下次有人動 `strategic_ai_system.gd` 時順手；★★或 `trade-partner-finder-has-no-production-caller` 那格解除時（兩行要一起改）	grep -A2 'func _tile_has_resident' scripts/simulation/strategic_ai_system.gd | grep -q 'production-callers' || grep -B12 'func _tile_has_resident' scripts/simulation/strategic_ai_system.gd | grep -q '傳遞自'
# [已解除 2026-09-22，【只有①】] observe-velocity-two-defects-noise-never-reaches-direction —— ①決定性雜訊已落地（世代 6 邊界 `3fb2c3201`）。★★★**而這一列寫著「②與①同票修，一起退役」—— 那是錯的**：窗 #2 只換了雜訊的【血統】，`observe_velocity` 回傳的 `"direction": actual_velocity` 仍然是真 velocity、**一顆雜訊也沒有** ⇒ ②**根本沒做**。★而 met_check（`path_system.gd` 還有沒有 `randf(`）只罩得住① ⇒ **②會跟著①被判成病好了**。⇒ ★★拆出下一列，錨重新釘在②自己的性質上。
observation-noise-never-reaches-direction	★**「距離越遠估越粗」這個設計意圖對 `direction` 從來沒有生效**（systems 立 2026-09-18，②半部；2026-09-22 從原列拆出）：`noise_factor` 只乘在 `speed` 上，而最大宗的消費者 `threat_assessment.gd:74-77 _approach_score` **只讀 `visible`／`direction`** ⇒ **唯一帶雜訊的欄位它不讀**。★★**這【不】是感知鐵律違規**：`observe_velocity` 前面有 `_visible_this_tick` 闘，親眼看見時讀真值是合法的感知 ⇒ 它是**設計意圖沒接上**，不是 god-view（★這個分辨要留著，否則下一個人會當成違憲去修）。★★★**入佇列的名目＝【世界自洽＋ what-if 正當性】，不掛效能**——用「效能卡住了」當理由會讓它被排在錯的位置。★**錨的誕生史**：第一版錨在一整行文字上（被 A1 搬走）；第二版錨在「還有沒有 `randf(`」（**只罩得住①** ⇒ ② 跟著被判成病好）；**第三版釘在②自己的性質上**：`observe_velocity` 的**函式本體裡**出現 `observation_noise01`。★★寫完當場驗過【極性】（FALSE＝未達成，正確）**並跑了【陽性對照】**（往本體注射一行 ⇒ 稽核器看到 TRUE）。★★★**誠實限**：若修法落在**別處**（比如讓呼叫端自己上雜訊），這個錨會【修好了也不變綠】⇒ 那時要**刻意改錨**，不是把它改鬆。	★**下一個【世界改變窗】**（②會改變所有威脅評估的輸入 ⇒ 不散裝疊）；★★不需要再問一次優先序，需要的是**開票 ＋ R² ＋ WHAT 核准那一次的世界改變**。★★★而它的「咬」是**靜默**的（沒人會發現威脅分數用的是未加雜訊的真方向）⇒ **等被咬＝永遠不排**。	sed 's/#.*$//' scripts/simulation/path_system.gd | awk '/^static func observe_velocity/{f=1;next} f&&/^static func /{f=0} f' | grep -q 'observation_noise01'
role-commit-scope-does-not-look-inside-the-pathspec	★**那支 hook 的判準是「這是不是一個【裸】`git commit`」** —— 用了 `--` 加 pathspec 就放行，**而它不看 pathspec 裡是不是一個目錄 glob**｜★★血證（implementer 2026-09-18）：`git add docs/superpowers/handbacks/*.md` 掃進 **40 個檔**，其中一批是**別人**改在工作樹上的 `status:` 變更⇒ ★**內容沒有損失**（原封不動進了歷史），**壞的是歸屬**（掛在他的 commit 訊息底下）｜★★★**明文不加閘也不改那支 hook**：損害是歸屬不是內容，而他已經改了行為（pathspec 一律列明確檔名）⇒ **等它再咬一次、而且咬到內容，再談**（★同「不要一直加閘」：先問現有那支為什麼沒接住，答案是它本來就不管這一格）	★再出現一次 glob 掃入，而且**損害到內容**（不只是歸屬）時	! grep -q 'pathspec commit' .claude/hooks/role-commit-scope.sh
best-estimate-queried-seven-times-per-element-in-one-gather	★**第二層重複，量出來的**（implementer 2026-09-18，兩個 seed）：一次 `gather` 之內，三段合計只有 **73.36／86.63** 個元素訪問，而 `BeliefSystem.best_estimate` 被呼叫 **492.28／586.50** 次 ⇒ ★**每個元素訪問對應約 6.7 次 belief 查詢**（6.71／6.77，兩個 seed 幾乎一樣）｜★★**而它【不是】「掃一次多段共用」那一票能順手解掉的**：那一票只合併【走訪】、明令不共用【計算結果】｜★★★**它的修法形狀是「少查一次」，而 2026-09-18 已經證明「少算／少呼一次」會踩到別的通道**（cadence 寫入／global RNG 抽取）⇒ **必須獨立開票、獨立驗**，不准塞進效能票裡順手做｜★開票時的第一格應該是：**那 6.7 次查的是【同一個 team 的同一個欄位】還是不同的？**（同一個 ⇒ 同-tick 記憶化的候選；不同 ⇒ 它根本不是重複）｜★**met_check 的誠實限（我先講）**：這個病是**量出來的比值**，而 met_check 只能靜態掃 ⇒ 我用**代理**：`decision_context.gd` 裡還有沒有直接呼 `BeliefSystem.best_estimate(`。★★**它的失敗方向是保守的**（真修好了但仍直呼 ⇒ 不退役，有人會再看一次），**而不是**今天踩過三次的那個方向（腐爛時顯示為綠＝「病好了」）。	★「掃一次多段共用」那一票落地之後（它會改變分母：元素訪問次數不變但迴圈次數變 1／3）；★★或任何人要動 `BeliefSystem.best_estimate` 的呼叫端時	! grep -qE 'BeliefSystem\.best_estimate\(' scripts/simulation/decision/decision_context.gd
required-arg-guarantee-does-not-cover-callable-invocation	★**「必填、無預設值」這個保證【只罩靜態呼叫點】**（reviewer 用兩支探針實測，2026-09-18）：①**靜態**呼叫少傳一參 ＝ **parse error** ⇒ 整支腳本連載入都失敗，★而 `godot.ps1` 自己的血證寫著：**這種失敗長得像「卡住」不像「紅」** ⇒ 這正是**不該**把「寫一個壞呼叫」塞進共用床的鐵證｜★★★**真洞**：同一支函式若裝進 **`Callable` 動態呼叫**再少傳參，**不會報錯，是【整個 process 卡死】直到逾時** ⇒ **引擎 metadata（`default_args=0`）完全罩不到這條路**｜★★**後果**：`position_estimate(…, tolerance_tiles)` 的「忘了傳＝跑不動」對**動態呼叫端不成立**，而它的失敗形狀是**逾時 ＝ 最難歸因的那一種**｜★**開票第一格**：全庫有沒有人用 `Callable`／`call(`／`callv(` 呼帶必填參數的介面｜★**met_check 的誠實限（我先講）**：這個病是**語言層的性質**，靜態 grep 判不了「有沒有動態呼叫端漏傳」⇒ 我用一個**範圍更窄的代理**：`belief_system.gd` 裡還有沒有 `tolerance_tiles` 這個必填參數。★★**它證的是「這個洞的第一個受害者還在」**，不是「所有必填參數介面都安全了」；★★★**而它的失敗方向是保守的**（介面還在就不退役），**不是**今天踩過三次的「腐爛時顯示為綠」。	★有人要用 `Callable`／`call()` 動態呼叫 `position_estimate` 或任何「必填參數」介面時；★★或再出現一次「跑到逾時而沒有任何錯誤訊息」的事故	! grep -q 'tolerance_tiles' scripts/simulation/belief_system.gd
ttl-borrow-check-scans-a-list-not-the-repo	★**那一格守衛查的是【點名的三個檔】，不是全庫**（reviewer 揭 2026-09-18）：`belief_position_estimate_bed` 的 1-f-② 只走 `interaction_system`／`player_command_system`／`sim_runner` 三個檔｜★★**今天的事實是對的**（reviewer 全庫 grep 過，真的只有 3 個），★★★**而「今天是對的」與「它會繼續是對的」是兩件事** —— **清單保證不是構造保證**：有人日後在第四個檔裡借那條線，這一格**不會紅**｜★**修法**：那個迴圈改成**全庫掃**（掃 `BELIEF_STALE_TICKS` 的所有讀者再分類，或掃 `FailureMemory.record(` 的實參），★★**而分母仍要印**（今天是 3）—— ★★★**數字要能被比較，不是被相信**	★下次有人動 `belief_position_estimate_bed` 或 `FailureMemory.record` 的呼叫端時；★★或 Slice 2（讀者遷移）開工時一起做	test -f scripts/debug/belief_position_estimate_bed.gd && ! grep -q 'interaction_system' scripts/debug/belief_position_estimate_bed.gd
